+------------------------ MODEL:LUUS_Singular02 ------------------------+
+................................ DIMS .................................+
| dims                      = u=1, q=1, x=2, p=0, bc(act./tot.)=(2/2)   |
| total                     = nZ=4006, nP=3000, nU=1000, Q=1001         |
| index start               = omega=4004, p=4006                        |
| post processing           = n_post=1, n_Ipost=1                       |
+................................ MESH .................................+
| num_nodes                 = 1001                                      |
| num_segments              = 1                                         |
+............................... THREADS ...............................+
| number of threads         = 15                                        |
| U / JU / F / JF / LU      = true / true / true / true / true          |
+............................... PARAMS ................................+
| m_debug                   = false                                     |
| Solver                    = NewtonDumped                              |
| Solver Controls           = MINIMIZE                                  |
| Jacobian/Jacobian BC      = ANALYTIC / ANALYTIC                       |
| Initializer Controls      = use_guess                                 |
| Initialize Multipliers    = false                                     |
| Initialize Guess          = zero + default                            |
| Continuation interval     = [1,1]                                     |
| mesh/solver class pointer = 0x7ff7bba95420 / 0x7f8b3b013e20           |
| mu_bar/sigma_bar          = 0.001/0.001                               |
+........................... LINEAR ALGEBRA ............................+
| rows x cols               = 4006 x 4006                               |
| nblock/block size         = 1000 / 4                                  |
| qr/qx/nr/nx               = 2 / 2 / 0 / 0                             |
| last blok rows x cols     = 10 x 10                                   |
| thread [factorize/solve]  = [ true / true]                            |
| solve block               = CyclicReduction+LU                        |
| solve last block          = LastBlock LUPQ                            |
+-----------------------------------------------------------------------+
+.................Boundary Conditions activation status.................+
[xx] = activated, [  ] = NOT activated
[ 0] initial_x1
[ 1] initial_x2
+......................Controls penalties/barriers......................+
uControl = {
  type    = COSINE LOGARITHMIC BARRIER,
  epsilon = 0.009999999999999995,
  size    = 0.009999999999999995
}
+........................No constraints type LT.........................+
+...........................No constraints 1D...........................+
+.........................No user class (local).........................+
+.........................User class (pointer)..........................+
                          User function `pMesh`                          
BEGIN Mesh[mesh]
  num. segments = 1
  num. nodes    = 1001
  Segment N.0: s0 = 0 length = 5 npts = 1001 no data set
END Mesh[mesh]
+.......................No user mapped functions........................+
+...........................MODEL PARAMETERS............................+
|................................. epsi_x1 = 0.0001 ....................|
|.................................... x1_i = 0 .........................|
|.................................... x2_i = 1 .........................|
|.............................. u_epsilon0 = 0.01 ......................|
|.............................. u_epsilon1 = 1e-06 .....................|
|............................ u_tolerance0 = 0.01 ......................|
|............................ u_tolerance1 = 1e-06 .....................|
+..................................END..................................+
[iter, Dumping] (|f0|_1,|f1|_1) [|d0|_1,|d1|_1] lambda [Angle:Armijo:f_2:d_2:f_1:d_1:bad:adm:upd:fun:jac:merit] OCP_solver_NewtonDumped
[  1,33] (   0.25   ,  0.221   ) [   0.25   ,  0.201   ] 0.194      [0:0:32:0:0:0:0:0:0:0:0:0]
[  2,17] (  0.221   ,  0.184   ) [  0.201   ,  0.113   ] 0.44       [0:0:16:0:0:0:0:0:0:0:0:0]
[  3,14] (  0.184   ,  0.192   ) [  0.114   ,  0.0554  ] 0.513      [0:0:13:0:0:0:0:0:0:0:0:0]
[  4,23] (  0.192   ,  0.322   ) [  0.0584  ,  0.0392  ] 0.324      [0:0:22:0:0:0:0:0:0:0:0:0]
[144, 1] ( 8.77e-05 , 2.97e-06 ) [ 8.56e-08 , 2.86e-09 ] 1          [0:0:0:0:0:0:0:0:0:0:0:0]
[145, 1] ( 2.97e-06 , 1.02e-08 ) [ 3.18e-09 , 1.37e-11 ] 1          [0:0:0:0:0:0:0:0:0:0:0:0]
[146, 1] ( 1.02e-08 , 1.62e-13 ) [ 1.38e-11 , 2.41e-16 ] 1          [0:0:0:0:0:0:0:0:0:0:0:0]

Continuation step N.1 s=1, ds=0.05, old_s=0.95
[iter, Dumping] (|f0|_1,|f1|_1) [|d0|_1,|d1|_1] lambda [Angle:Armijo:f_2:d_2:f_1:d_1:bad:adm:upd:fun:jac:merit] OCP_solver_NewtonDumped
[147, 8] ( 0.00377  , 0.00391  ) [ 0.000165 , 0.00016  ] 0.00164    [5:2:0:0:0:0:0:0:0:0:0:0]
[148, 4] ( 0.00391  , 0.00444  ) [ 0.000128 , 9.02e-05 ] 0.064      [0:1:1:1:0:0:0:0:0:0:0:0]
[149, 8] ( 0.00444  , 0.00494  ) [ 0.00116  , 0.000981 ] 0.00164    [7:0:0:0:0:0:0:0:0:0:0:0]
[150,50] ( 0.00494  , 0.00466  ) [ 0.000284 , 0.000193 ] 0.00255    [49:0:0:0:0:0:0:0:0:0:0:0]
[151,51] ( 0.00466  , 0.00466  ) [ 0.000135 , 0.000135 ] 0.000494   [0:0:1:49:0:0:0:0:0:0:0:0]
[152,49] ( 0.00466  , 0.00437  ) [ 0.000527 , 0.000167 ] 0.00693    [34:0:14:0:0:0:0:0:0:0:0:0]
[153,58] ( 0.00437  , 0.00437  ) [ 0.00019  , 0.000189 ] 0.000607   [57:0:0:0:0:0:0:0:0:0:0:0]
[154,28] ( 0.00437  , 0.00358  ) [ 0.000255 , 0.000363 ] 0.00414    [0:0:2:25:0:0:0:0:0:0:0:0]
[155, 6] ( 0.00358  , 0.00364  ) [ 0.000441 , 0.000284 ] 0.0102     [5:0:0:0:0:0:0:0:0:0:0:0]
[156,20] ( 0.00364  , 0.00739  ) [ 0.000227 , 0.000158 ] 0.159      [0:0:15:0:4:0:0:0:0:0:0:0]
[157, 7] ( 0.00739  , 0.00955  ) [ 0.000579 , 0.000297 ] 0.0041     [6:0:0:0:0:0:0:0:0:0:0:0]
[158,23] ( 0.00955  , 0.00877  ) [ 0.000363 , 0.000114 ] 0.00228    [22:0:0:0:0:0:0:0:0:0:0:0]
[159,12] ( 0.00877  , 0.00877  ) [ 0.000139 , 0.000139 ] 0.000182   [11:0:0:0:0:0:0:0:0:0:0:0]
[160,66] ( 0.00877  , 0.00877  ) [ 0.000104 , 0.000104 ] 0.000132   [0:0:0:65:0:0:0:0:0:0:0:0]
[161,42] ( 0.00877  , 0.00826  ) [ 0.000158 , 0.000108 ] 0.00911    [41:0:0:0:0:0:0:0:0:0:0:0]
[162,54] ( 0.00826  , 0.00826  ) [ 0.000128 , 0.000128 ] 5.49e-05   [50:3:0:0:0:0:0:0:0:0:0:0]
[163,39] ( 0.00826  , 0.00826  ) [ 0.000105 , 0.000105 ] 9.07e-05   [0:0:0:38:0:0:0:0:0:0:0:0]
[164, 3] ( 0.00826  , 0.00828  ) [ 0.000168 , 0.000208 ] 0.16       [0:0:1:1:0:0:0:0:0:0:0:0]
[165,39] ( 0.00828  , 0.00806  ) [ 0.000555 , 0.000239 ] 0.00188    [38:0:0:0:0:0:0:0:0:0:0:0]
[166,119] ( 0.00806  , 0.00806  ) [ 0.000188 , 0.000188 ] 7.39e-05   [118:0:0:0:0:0:0:0:0:0:0:0]
[iter, Dumping] (|f0|_1,|f1|_1) [|d0|_1,|d1|_1] lambda [Angle:Armijo:f_2:d_2:f_1:d_1:bad:adm:upd:fun:jac:merit] OCP_solver_NewtonDumped
[167,29] ( 0.00806  , 0.00728  ) [ 0.000174 , 0.000109 ] 0.0248     [28:0:0:0:0:0:0:0:0:0:0:0]
[168,33] ( 0.00728  , 0.00715  ) [ 8.92e-05 , 0.000129 ] 0.0137     [0:0:0:32:0:0:0:0:0:0:0:0]
[169,36] ( 0.00715  , 0.00665  ) [ 0.00019  , 8.23e-05 ] 0.00421    [35:0:0:0:0:0:0:0:0:0:0:0]
[170,11] ( 0.00665  , 0.00665  ) [ 0.000208 , 0.000208 ] 0.000105   [10:0:0:0:0:0:0:0:0:0:0:0]
[171,10] ( 0.00665  , 0.00665  ) [ 0.000181 , 0.000181 ] 0.000262   [0:3:1:5:0:0:0:0:0:0:0:0]
[172, 7] ( 0.00665  , 0.00656  ) [ 0.00019  , 0.00019  ] 0.0041     [0:2:1:3:0:0:0:0:0:0:0:0]
[173, 7] ( 0.00656  , 0.00654  ) [ 0.000208 , 0.000207 ] 0.0041     [0:1:2:3:0:0:0:0:0:0:0:0]
[174, 8] ( 0.00654  , 0.00653  ) [ 0.000216 , 0.000215 ] 0.00164    [0:2:2:3:0:0:0:0:0:0:0:0]
[175,10] ( 0.00653  , 0.00653  ) [ 0.00023  , 0.00023  ] 0.000262   [0:5:2:2:0:0:0:0:0:0:0:0]
[176,18] ( 0.00653  ,  0.013   ) [ 0.000252 , 8.05e-05 ] 0.255      [15:0:2:0:0:0:0:0:0:0:0:0]
[177,32] (  0.013   ,  0.0121  ) [ 9.77e-05 , 0.000136 ] 0.049      [0:0:0:31:0:0:0:0:0:0:0:0]
[178, 2] (  0.0121  ,  0.0119  ) [ 9.33e-05 , 9.73e-05 ] 0.4        [1:0:0:0:0:0:0:0:0:0:0:0]
[179,10] (  0.0119  ,  0.0132  ) [ 0.000214 , 0.00012  ] 0.00351    [9:0:0:0:0:0:0:0:0:0:0:0]
[180, 7] (  0.0132  ,  0.013   ) [ 0.000155 , 0.000151 ] 0.00422    [6:0:0:0:0:0:0:0:0:0:0:0]
[181,10] (  0.013   ,  0.013   ) [ 0.000107 , 0.000107 ] 0.00109    [8:1:0:0:0:0:0:0:0:0:0:0]
[182,11] (  0.013   ,  0.0135  ) [ 0.00012  , 0.000112 ] 0.00143    [9:0:0:1:0:0:0:0:0:0:0:0]
[183,45] (  0.0135  ,  0.0135  ) [ 0.000142 , 0.000142 ] 0.000167   [0:1:0:43:0:0:0:0:0:0:0:0]
[184,43] (  0.0135  ,  0.0131  ) [ 0.000149 , 0.000159 ] 0.000231   [0:2:0:40:0:0:0:0:0:0:0:0]
[185,10] (  0.0131  ,  0.0107  ) [ 0.000143 , 0.000302 ] 0.265      [9:0:0:0:0:0:0:0:0:0:0:0]
[186,20] (  0.0107  ,  0.0103  ) [ 0.000345 , 0.000139 ] 0.0021     [19:0:0:0:0:0:0:0:0:0:0:0]
NonlinearSolverBase::solve_with_continuation, at phase 1 found: NewtonDumped[OCP_solver_NewtonDumped]::solve() too many iterations!
Iter = 0, maxIter = 40, tolerance = 1e-09
||d||_inf = 0.09063, ||f||_inf = 3.4624


Continuation step N.1 s=0.975, ds=0.025, old_s=0.95
[iter, Dumping] (|f0|_1,|f1|_1) [|d0|_1,|d1|_1] lambda [Angle:Armijo:f_2:d_2:f_1:d_1:bad:adm:upd:fun:jac:merit] OCP_solver_NewtonDumped
[188, 1] ( 0.000507 , 0.000168 ) [ 4.79e-05 , 2.89e-07 ] 1          [0:0:0:0:0:0:0:0:0:0:0:0]
[189, 1] ( 0.000168 , 2.69e-05 ) [ 2.84e-07 , 2.91e-08 ] 1          [0:0:0:0:0:0:0:0:0:0:0:0]
[190, 1] ( 2.69e-05 , 2.22e-06 ) [ 4.63e-08 , 6.98e-09 ] 1          [0:0:0:0:0:0:0:0:0:0:0:0]
[191, 1] ( 2.22e-06 , 1.69e-07 ) [ 1.2e-08  , 1.07e-09 ] 1          [0:0:0:0:0:0:0:0:0:0:0:0]
[192, 1] ( 1.69e-07 , 1.41e-09 ) [ 1.27e-09 , 1.05e-11 ] 1          [0:0:0:0:0:0:0:0:0:0:0:0]
[193, 1] ( 1.41e-09 , 9.96e-14 ) [ 1.06e-11 , 7.43e-16 ] 1          [0:0:0:0:0:0:0:0:0:0:0:0]

Continuation step N.1 s=1, ds=0.025, old_s=0.975
[iter, Dumping] (|f0|_1,|f1|_1) [|d0|_1,|d1|_1] lambda [Angle:Armijo:f_2:d_2:f_1:d_1:bad:adm:upd:fun:jac:merit] OCP_solver_NewtonDumped
[194, 8] ( 0.00366  , 0.00365  ) [ 6.99e-05 , 6.98e-05 ] 0.00164    [1:4:0:2:0:0:0:0:0:0:0:0]
[195, 7] ( 0.00365  , 0.00364  ) [ 6.31e-05 , 6.28e-05 ] 0.0041     [1:4:0:1:0:0:0:0:0:0:0:0]
[196, 3] ( 0.00364  , 0.00457  ) [ 5.94e-05 , 4.22e-05 ] 0.16       [1:1:0:0:0:0:0:0:0:0:0:0]
[197, 5] ( 0.00457  , 0.00396  ) [ 8.57e-05 , 0.000103 ] 0.0256     [0:0:1:3:0:0:0:0:0:0:0:0]
[198,15] ( 0.00396  , 0.00511  ) [ 0.00062  , 0.000421 ] 0.00272    [14:0:0:0:0:0:0:0:0:0:0:0]
[199,67] ( 0.00511  , 0.00467  ) [ 0.000372 , 0.000122 ] 0.000456   [65:0:1:0:0:0:0:0:0:0:0:0]
[200,10] ( 0.00467  , 0.00466  ) [ 0.000157 , 0.000157 ] 0.000262   [0:3:1:5:0:0:0:0:0:0:0:0]
[201,10] ( 0.00466  , 0.00466  ) [ 0.000171 , 0.000171 ] 0.000262   [0:3:1:5:0:0:0:0:0:0:0:0]
[202, 7] ( 0.00466  , 0.00509  ) [ 0.000186 , 0.000161 ] 0.0041     [0:0:2:4:0:0:0:0:0:0:0:0]
[203,62] ( 0.00509  , 0.00558  ) [ 0.00113  , 0.000322 ] 0.000579   [60:0:1:0:0:0:0:0:0:0:0:0]
[204,143] ( 0.00558  , 0.00557  ) [ 0.000121 , 0.00012  ] 0.000118   [0:0:0:142:0:0:0:0:0:0:0:0]
[205,49] ( 0.00557  , 0.00459  ) [ 0.000328 , 0.000444 ] 0.00274    [0:0:2:46:0:0:0:0:0:0:0:0]
[206,29] ( 0.00459  , 0.00422  ) [ 0.000143 , 0.000193 ] 0.00747    [28:0:0:0:0:0:0:0:0:0:0:0]
[207, 8] ( 0.00422  , 0.00428  ) [ 0.000713 , 0.000157 ] 0.00924    [7:0:0:0:0:0:0:0:0:0:0:0]
[208,12] ( 0.00428  , 0.00423  ) [ 6.53e-05 , 6.49e-05 ] 0.00753    [0:0:0:11:0:0:0:0:0:0:0:0]
[209, 8] ( 0.00423  , 0.00423  ) [ 6.39e-05 , 6.38e-05 ] 0.00164    [0:2:0:5:0:0:0:0:0:0:0:0]
[210, 7] ( 0.00423  , 0.00424  ) [ 8.45e-05 , 7.47e-05 ] 0.0041     [4:0:1:1:0:0:0:0:0:0:0:0]
[211, 8] ( 0.00424  , 0.00422  ) [ 0.000314 , 0.000314 ] 0.00164    [7:0:0:0:0:0:0:0:0:0:0:0]
[212,28] ( 0.00422  , 0.00385  ) [  0.0014  , 0.000771 ] 0.000247   [27:0:0:0:0:0:0:0:0:0:0:0]
[213,19] ( 0.00385  , 0.00385  ) [ 0.000124 , 0.000124 ] 6.96e-05   [0:0:1:17:0:0:0:0:0:0:0:0]
[iter, Dumping] (|f0|_1,|f1|_1) [|d0|_1,|d1|_1] lambda [Angle:Armijo:f_2:d_2:f_1:d_1:bad:adm:upd:fun:jac:merit] OCP_solver_NewtonDumped
[214,11] ( 0.00385  , 0.00385  ) [ 0.000177 , 0.000177 ] 0.000105   [0:3:2:5:0:0:0:0:0:0:0:0]
[215, 7] ( 0.00385  , 0.00379  ) [ 0.000195 , 0.000296 ] 0.0041     [0:0:2:4:0:0:0:0:0:0:0:0]
[216,15] ( 0.00379  , 0.00383  ) [ 0.000408 , 0.000204 ] 0.00259    [13:0:1:0:0:0:0:0:0:0:0:0]
[217,24] ( 0.00383  , 0.00384  ) [ 0.000655 , 0.000653 ] 0.00171    [23:0:0:0:0:0:0:0:0:0:0:0]
[218,61] ( 0.00384  ,  0.0042  ) [ 0.000319 , 0.000252 ] 0.0319     [54:0:6:0:0:0:0:0:0:0:0:0]
[219,28] (  0.0042  , 0.00389  ) [ 0.00119  , 0.000202 ] 0.00139    [27:0:0:0:0:0:0:0:0:0:0:0]
[220,20] ( 0.00389  , 0.00387  ) [ 0.000194 , 0.000194 ] 0.00351    [0:0:9:10:0:0:0:0:0:0:0:0]
[221,23] ( 0.00387  , 0.00331  ) [ 0.000207 , 0.000306 ] 0.0113     [0:0:2:20:0:0:0:0:0:0:0:0]
[222, 6] ( 0.00331  ,  0.0038  ) [ 0.000254 , 0.000247 ] 0.0102     [5:0:0:0:0:0:0:0:0:0:0:0]
[223, 3] (  0.0038  , 0.00351  ) [ 5.08e-05 , 5.55e-05 ] 0.16       [2:0:0:0:0:0:0:0:0:0:0:0]
[224,39] ( 0.00351  , 0.00351  ) [ 0.000387 , 0.000387 ] 0.000141   [38:0:0:0:0:0:0:0:0:0:0:0]
[225, 7] ( 0.00351  , 0.00383  ) [ 0.000854 , 0.00024  ] 0.0041     [6:0:0:0:0:0:0:0:0:0:0:0]
[226,24] ( 0.00383  , 0.00358  ) [ 0.000295 , 0.000154 ] 0.00407    [23:0:0:0:0:0:0:0:0:0:0:0]
[227,50] ( 0.00358  , 0.00328  ) [ 0.000148 , 0.000122 ] 0.00605    [49:0:0:0:0:0:0:0:0:0:0:0]
[228, 6] ( 0.00328  , 0.00349  ) [ 9.51e-05 , 9.15e-05 ] 0.0102     [5:0:0:0:0:0:0:0:0:0:0:0]
[229,24] ( 0.00349  , 0.00321  ) [ 0.00618  , 0.00185  ] 0.000304   [23:0:0:0:0:0:0:0:0:0:0:0]
[230,37] ( 0.00321  , 0.00321  ) [ 9.35e-05 , 9.35e-05 ] 6.56e-05   [1:0:0:35:0:0:0:0:0:0:0:0]
[231,19] ( 0.00321  , 0.00343  ) [ 0.000142 , 8.26e-05 ] 0.00526    [18:0:0:0:0:0:0:0:0:0:0:0]
[232,28] ( 0.00343  , 0.00342  ) [ 0.000555 , 0.000555 ] 0.000587   [27:0:0:0:0:0:0:0:0:0:0:0]
[233,41] ( 0.00342  ,  0.003   ) [ 0.000325 , 4.84e-05 ] 0.000302   [40:0:0:0:0:0:0:0:0:0:0:0]
NonlinearSolverBase::solve_with_continuation, at phase 1 found: NewtonDumped[OCP_solver_NewtonDumped]::solve() too many iterations!
Iter = 0, maxIter = 40, tolerance = 1e-09
||d||_inf = 0.065629, ||f||_inf = 1.8511


Continuation step N.1 s=0.9875, ds=0.0125, old_s=0.975
[iter, Dumping] (|f0|_1,|f1|_1) [|d0|_1,|d1|_1] lambda [Angle:Armijo:f_2:d_2:f_1:d_1:bad:adm:upd:fun:jac:merit] OCP_solver_NewtonDumped
[235, 1] ( 0.000443 , 0.000142 ) [ 2.29e-05 , 2.95e-07 ] 1          [0:0:0:0:0:0:0:0:0:0:0:0]
[236, 2] ( 0.000142 ,  0.0001  ) [ 5.64e-07 , 3.54e-07 ] 0.4        [0:0:1:0:0:0:0:0:0:0:0:0]
[237, 1] (  0.0001  , 3.12e-05 ) [ 3.68e-07 , 9.79e-08 ] 1          [0:0:0:0:0:0:0:0:0:0:0:0]
[238, 1] ( 3.12e-05 ,  2e-06   ) [ 5.36e-08 , 4.93e-09 ] 1          [0:0:0:0:0:0:0:0:0:0:0:0]
[239, 1] (  2e-06   , 7.49e-09 ) [ 5.62e-09 , 2.71e-11 ] 1          [0:0:0:0:0:0:0:0:0:0:0:0]
[240, 1] ( 7.49e-09 , 2.37e-13 ) [ 2.74e-11 , 9.57e-16 ] 1          [0:0:0:0:0:0:0:0:0:0:0:0]

Continuation step N.1 s=1, ds=0.0125, old_s=0.9875
[iter, Dumping] (|f0|_1,|f1|_1) [|d0|_1,|d1|_1] lambda [Angle:Armijo:f_2:d_2:f_1:d_1:bad:adm:upd:fun:jac:merit] OCP_solver_NewtonDumped
[241, 7] ( 0.00371  , 0.00369  ) [ 3.9e-05  , 3.88e-05 ] 0.0041     [0:3:0:3:0:0:0:0:0:0:0:0]
[242, 4] ( 0.00369  , 0.00417  ) [ 3.64e-05 , 3.3e-05  ] 0.0667     [1:1:1:0:0:0:0:0:0:0:0:0]
[243, 5] ( 0.00417  , 0.00381  ) [ 4.59e-05 , 4.79e-05 ] 0.0256     [3:1:0:0:0:0:0:0:0:0:0:0]
[244, 8] ( 0.00381  , 0.00442  ) [ 0.000204 , 0.000174 ] 0.00164    [7:0:0:0:0:0:0:0:0:0:0:0]
[245, 8] ( 0.00442  , 0.00441  ) [ 9.27e-05 , 9.19e-05 ] 0.00164    [7:0:0:0:0:0:0:0:0:0:0:0]
[246, 7] ( 0.00441  , 0.00472  ) [ 0.000139 , 0.000149 ] 0.0041     [5:0:1:0:0:0:0:0:0:0:0:0]
[247,88] ( 0.00472  , 0.00472  ) [ 0.000339 , 0.000339 ] 0.00014    [87:0:0:0:0:0:0:0:0:0:0:0]
[248,47] ( 0.00472  , 0.00472  ) [ 7.2e-05  , 7.12e-05 ] 0.000165   [46:0:0:0:0:0:0:0:0:0:0:0]
[249,25] ( 0.00472  , 0.00352  ) [ 0.000166 , 4.27e-05 ] 0.0218     [24:0:0:0:0:0:0:0:0:0:0:0]
[250,11] ( 0.00352  , 0.00352  ) [ 6.09e-05 , 6.09e-05 ] 0.000105   [5:3:0:2:0:0:0:0:0:0:0:0]
[251,10] ( 0.00352  , 0.00352  ) [ 0.000108 , 0.000108 ] 0.000262   [7:2:0:0:0:0:0:0:0:0:0:0]
[252, 9] ( 0.00352  , 0.00352  ) [ 9.81e-05 , 9.8e-05  ] 0.000655   [7:1:0:0:0:0:0:0:0:0:0:0]
[253, 8] ( 0.00352  , 0.00351  ) [ 5.23e-05 , 5.21e-05 ] 0.00164    [7:0:0:0:0:0:0:0:0:0:0:0]
[254, 7] ( 0.00351  , 0.00348  ) [ 6.54e-05 , 6.53e-05 ] 0.0041     [0:1:1:4:0:0:0:0:0:0:0:0]
[255, 9] ( 0.00348  , 0.00357  ) [ 8.03e-05 , 2.69e-05 ] 0.0495     [8:0:0:0:0:0:0:0:0:0:0:0]
[256,26] ( 0.00357  , 0.00288  ) [ 3.23e-05 , 5.21e-05 ] 0.0564     [0:0:0:25:0:0:0:0:0:0:0:0]
[257,17] ( 0.00288  , 0.00249  ) [ 0.000168 , 0.000138 ] 0.00245    [16:0:0:0:0:0:0:0:0:0:0:0]
[258, 8] ( 0.00249  , 0.00248  ) [ 9.55e-05 , 9.54e-05 ] 0.00164    [7:0:0:0:0:0:0:0:0:0:0:0]
[259, 9] ( 0.00248  , 0.00248  ) [ 8.92e-05 , 8.91e-05 ] 0.000655   [8:0:0:0:0:0:0:0:0:0:0:0]
[260, 9] ( 0.00248  , 0.00248  ) [ 5.77e-05 , 5.77e-05 ] 0.000655   [8:0:0:0:0:0:0:0:0:0:0:0]
[iter, Dumping] (|f0|_1,|f1|_1) [|d0|_1,|d1|_1] lambda [Angle:Armijo:f_2:d_2:f_1:d_1:bad:adm:upd:fun:jac:merit] OCP_solver_NewtonDumped
[261, 4] ( 0.00248  , 0.00269  ) [ 3.74e-05 , 2.73e-05 ] 0.064      [3:0:0:0:0:0:0:0:0:0:0:0]
[262,51] ( 0.00269  , 0.00267  ) [ 0.000198 , 0.000198 ] 0.000429   [50:0:0:0:0:0:0:0:0:0:0:0]
[263,15] ( 0.00267  , 0.00215  ) [ 2.82e-05 , 5.8e-05  ] 0.176      [14:0:0:0:0:0:0:0:0:0:0:0]
[264, 6] ( 0.00215  , 0.00213  ) [ 2.71e-05 , 2.68e-05 ] 0.0102     [5:0:0:0:0:0:0:0:0:0:0:0]
[265, 9] ( 0.00213  , 0.00213  ) [ 3.17e-05 , 3.16e-05 ] 0.000655   [0:3:1:4:0:0:0:0:0:0:0:0]
[266, 9] ( 0.00213  , 0.00213  ) [ 3.27e-05 , 3.26e-05 ] 0.000655   [0:3:2:3:0:0:0:0:0:0:0:0]
[267, 8] ( 0.00213  , 0.00213  ) [ 3.42e-05 , 3.41e-05 ] 0.00164    [1:1:0:5:0:0:0:0:0:0:0:0]
[268, 7] ( 0.00213  , 0.00213  ) [ 4.34e-05 , 4.39e-05 ] 0.0041     [4:1:0:1:0:0:0:0:0:0:0:0]
[269, 6] ( 0.00213  , 0.00211  ) [ 8.26e-05 , 8.18e-05 ] 0.0102     [5:0:0:0:0:0:0:0:0:0:0:0]
[270, 7] ( 0.00211  ,  0.0021  ) [ 8.39e-05 , 8.35e-05 ] 0.0041     [6:0:0:0:0:0:0:0:0:0:0:0]
[271, 8] (  0.0021  ,  0.0021  ) [ 8.19e-05 , 8.18e-05 ] 0.00164    [7:0:0:0:0:0:0:0:0:0:0:0]
[272, 8] (  0.0021  ,  0.0021  ) [ 7.72e-05 , 7.71e-05 ] 0.00164    [7:0:0:0:0:0:0:0:0:0:0:0]
[273,73] (  0.0021  , 0.00208  ) [ 5.06e-05 , 4.89e-05 ] 0.00186    [72:0:0:0:0:0:0:0:0:0:0:0]
[274, 3] ( 0.00208  , 0.00205  ) [ 4.21e-05 , 2.56e-05 ] 0.16       [2:0:0:0:0:0:0:0:0:0:0:0]
[275,12] ( 0.00205  , 0.00195  ) [ 3.61e-05 , 3.38e-05 ] 0.101      [11:0:0:0:0:0:0:0:0:0:0:0]
[276, 3] ( 0.00195  , 0.00216  ) [ 1.96e-05 , 1.51e-05 ] 0.16       [1:0:0:1:0:0:0:0:0:0:0:0]
[277, 2] ( 0.00216  , 0.00131  ) [ 1.79e-05 , 1.35e-05 ] 0.416      [0:0:0:1:0:0:0:0:0:0:0:0]
[278, 5] ( 0.00131  , 0.00129  ) [ 3.9e-05  , 3.78e-05 ] 0.0256     [4:0:0:0:0:0:0:0:0:0:0:0]
[279, 7] ( 0.00129  , 0.00128  ) [ 1.76e-05 , 1.74e-05 ] 0.0041     [6:0:0:0:0:0:0:0:0:0:0:0]
[280, 7] ( 0.00128  , 0.00127  ) [ 9.7e-06  , 9.66e-06 ] 0.0041     [1:3:2:0:0:0:0:0:0:0:0:0]
NonlinearSolverBase::solve_with_continuation, at phase 1 found: NewtonDumped[OCP_solver_NewtonDumped]::solve() too many iterations!
Iter = 0, maxIter = 40, tolerance = 1e-09
||d||_inf = 0.001348, ||f||_inf = 0.68816


Continuation step N.1 s=0.99375, ds=0.00625, old_s=0.9875
[iter, Dumping] (|f0|_1,|f1|_1) [|d0|_1,|d1|_1] lambda [Angle:Armijo:f_2:d_2:f_1:d_1:bad:adm:upd:fun:jac:merit] OCP_solver_NewtonDumped
[282, 2] ( 0.000474 , 0.000252 ) [ 1.18e-05 , 7.04e-06 ] 0.4        [0:0:1:0:0:0:0:0:0:0:0:0]
[283, 2] ( 0.000252 , 0.000147 ) [ 6.95e-06 , 4.15e-06 ] 0.4        [0:0:1:0:0:0:0:0:0:0:0:0]
[284, 1] ( 0.000147 , 1.74e-05 ) [ 4.11e-06 , 2.52e-07 ] 1          [0:0:0:0:0:0:0:0:0:0:0:0]
[285, 1] ( 1.74e-05 , 3.69e-06 ) [ 4.17e-08 , 1.49e-08 ] 1          [0:0:0:0:0:0:0:0:0:0:0:0]
[286, 1] ( 3.69e-06 , 5.85e-07 ) [ 2.93e-08 , 3.48e-09 ] 1          [0:0:0:0:0:0:0:0:0:0:0:0]
[287, 1] ( 5.85e-07 , 1.26e-08 ) [ 4.51e-09 , 7.91e-11 ] 1          [0:0:0:0:0:0:0:0:0:0:0:0]
[288, 1] ( 1.26e-08 , 4.56e-12 ) [ 8.21e-11 , 2.72e-14 ] 1          [0:0:0:0:0:0:0:0:0:0:0:0]
[289, 1] ( 4.56e-12 , 2.01e-15 ) [ 2.72e-14 , 7.75e-18 ] 1          [0:0:0:0:0:0:0:0:0:0:0:0]

Continuation step N.1 s=1, ds=0.00625, old_s=0.99375
[iter, Dumping] (|f0|_1,|f1|_1) [|d0|_1,|d1|_1] lambda [Angle:Armijo:f_2:d_2:f_1:d_1:bad:adm:upd:fun:jac:merit] OCP_solver_NewtonDumped
[290, 6] (  0.0037  , 0.00365  ) [ 2.16e-05 , 2.13e-05 ] 0.0102     [0:3:1:1:0:0:0:0:0:0:0:0]
[291, 5] ( 0.00365  , 0.00354  ) [ 2.04e-05 , 1.99e-05 ] 0.0256     [0:3:1:0:0:0:0:0:0:0:0:0]
[292, 5] ( 0.00354  , 0.00344  ) [ 1.88e-05 , 1.83e-05 ] 0.0256     [0:3:1:0:0:0:0:0:0:0:0:0]
[293, 3] ( 0.00344  , 0.00309  ) [ 1.78e-05 , 1.46e-05 ] 0.16       [1:0:1:0:0:0:0:0:0:0:0:0]
